host_group,collection_date,genome_id,genome_name,subtype,genome_length,decimal_date,year_int
Human,2015-02-04,1752551.3,Influenza A virus (A/Japan/4751/2015(H3N2)),H3N2,1701,2015.0931506849315,2015
Human,2017-01-30,1973799.11,Influenza A virus (A/Rhode Island/04/2017(H3N2)),H3N2,1737,2017.0794520547945,2017
Human,2015-07-04,1823767.6,Influenza A virus (A/Alaska/101/2015(H3N2)),H3N2,1701,2015.504109589041,2015
Human,2024-11-17,11320.981995,Influenza A virus A/Kentucky/63/2024,H3N2,1737,2024.877049180328,2024
Human,2024-11-22,11320.982112,Influenza A virus A/Iowa/125/2024,H3N2,1737,2024.8907103825136,2024
Human,2016-09-22,1917573.7,Influenza A virus (A/Hawaii/78/2016(H3N2)),H3N2,1737,2016.724043715847,2016
Human,2015-02-20,1623213.3,Influenza A virus (A/Bangkok/SI-MI31/2015(H3N2)),H3N2,1701,2015.13698630137,2015
Human,2017-02-28,2032598.8,Influenza A virus (A/Rochester/U042/2017(H3N2)),H3N2,1701,2017.158904109589,2017
Nonhuman Mammal,2015-10-26,1766184.3,Influenza A virus (A/swine/Missouri/A01795668/2015(H3N2)),H3N2,1701,2015.8164383561643,2015
Human,2007-01-22,1052413.3,Influenza A virus (A/HaNoi/BT17/2007(H3N2)),H3N2,1735,2007.0575342465752,2007
Human,2010-11-04,11320.82799,Influenza A virus A/New York/WC-LVD-10-001/2010,H3N2,1732,2010.841095890411,2010
Human,2014-12-08,1703720.3,Influenza A virus (A/Texas/4204/2014(H3N2)),H3N2,1701,2014.9342465753425,2014
Nonhuman Mammal,2012-10-15,1263919.5,Influenza A virus (A/swine/Minnesota/A01271443/2012(H3N2)),H3N2,1701,2012.7868852459017,2012
Human,2015-01-15,1676041.6,Influenza A virus (A/California/NHRC_BRD41037N/2015(H3N2)),H3N2,1695,2015.0383561643837,2015
Human,2014-12-01,1703607.3,Influenza A virus (A/Georgia/4065/2014(H3N2)),H3N2,1701,2014.9150684931508,2014
Avian,2011-09-14,2004297.3,Influenza A virus (A/mallard duck/Netherlands/14/2011(H3N2)),H3N2,1765,2011.7013698630135,2011
Human,2002-01-09,1004625.3,Influenza A virus (A/Missouri/NHRC0001/2002(H3N2)),H3N2,1732,2002.021917808219,2002
Human,2012-01-13,1737194.6,Influenza A virus (A/Indonesia/FLUEJKSV0026/2012(H3N2)),H3N2,1701,2012.032786885246,2012
Human,2015-08-29,1865660.8,Influenza A virus (A/Alaska/199/2015(H3N2)),H3N2,1737,2015.657534246575,2015
Human,2017-08-17,11320.246531,Influenza A virus A/Victoria/802/2017,H3N2,1737,2017.6246575342464,2017
Human,2015-08-24,1923925.3,Influenza A virus (A/Xiamen/s108/2015(H3N2)),H3N2,1701,2015.6438356164383,2015
Human,2012-08-13,2044087.6,Influenza A virus (A/Victoria/1003/2012(H3N2)),H3N2,1737,2012.614754098361,2012
Nonhuman Mammal,2017-09-18,2052076.4,Influenza A virus (A/swine/Ohio/A02221519/2017(H3N2)),H3N2,1701,2017.7123287671232,2017
Human,2025-01-11,11320.831402,Influenza A virus A/Massachusetts/ISC-1105/2025,H3N2,1737,2025.027397260274,2025
Human,2015-09-18,1922100.3,Influenza A virus (A/Washington/4896/2015(H3N2)),H3N2,1701,2015.7123287671232,2015
Human,2009-10-20,1216892.3,Influenza A virus (A/Singapore/C2009.803bV/2009(H3N2)),H3N2,1762,2009.8,2009
Human,2025-01-07,11320.970493,Influenza A virus A/Idaho/06/2025,H3N2,1737,2025.0164383561644,2025
Human,2016-02-02,1865897.6,Influenza A virus (A/Indiana/19/2016(H3N2)),H3N2,1737,2016.0874316939892,2016
Human,2016-05-23,1910168.11,Influenza A virus (A/South Carolina/17/2016(H3N2)),H3N2,1737,2016.3907103825136,2016
Human,2003-12-12,1000760.8,Influenza A virus (A/England/522/2003(H3N2)),H3N2,1701,2003.945205479452,2003
Human,2017-03-30,1984965.16,Influenza A virus (A/Utah/21/2017(H3N2)),H3N2,1737,2017.2410958904109,2017
Human,2016-04-20,1909826.8,Influenza A virus (A/Arizona/60/2016(H3N2)),H3N2,1737,2016.3005464480875,2016
Human,2016-11-11,1932514.6,Influenza A virus (A/Pennsylvania/97/2016(H3N2)),H3N2,1737,2016.860655737705,2016
Human,2017-03-10,2037273.3,Influenza A virus (A/Mississippi/6284/2017(H3N2)),H3N2,1701,2017.186301369863,2017
Human,2024-12-09,11320.981334,Influenza A virus A/Missouri/212/2024,H3N2,1737,2024.9371584699456,2024
Human,2017-10-25,2072065.6,Influenza A virus (A/Florida/87/2017(H3N2)),H3N2,1737,2017.813698630137,2017
Nonhuman Mammal,2013-02,1301157.5,Influenza A virus (A/swine/Minnesota/A01432433/2013(H3N2)),H3N2,1701,2013.123287671233,2013
Human,2014-04-05,1515834.4,Influenza A virus (A/Nevada/09/2014(H3N2)),H3N2,1701,2014.2575342465752,2014
Human,2009-02,2036366.3,Influenza A virus (A/Hong Kong/CUHK68016/2009(H3N2)),H3N2,1689,2009.123287671233,2009
Human,2024-11-10,11320.982125,Influenza A virus A/Iowa/121/2024,H3N2,1737,2024.857923497268,2024
Human,2017-03-13,1980785.5,Influenza A virus (A/Illinois/24/2017(H3N2)),H3N2,1737,2017.194520547945,2017
Nonhuman Mammal,2016-07-01,2024161.3,Influenza A virus (A/swine/Ohio/16TOSU8259/2016(H3N2)),H3N2,1734,2016.4972677595629,2016
Nonhuman Mammal,2018-03-13,11320.247915,Influenza A virus A/canine/Ontario/NCFAD-2018-070-13/2018,H3N2,1701,2018.194520547945,2018
Human,2016-11-14,2049701.4,Influenza A virus (A/New York/A-WC-LVD-16-003/2016(H3N2)),H3N2,1737,2016.8688524590164,2016
Nonhuman Mammal,2016-06-30,1934830.6,Influenza A virus (A/swine/Illinois/16TOSU7080/2016(H3N2)),H3N2,1734,2016.4945355191255,2016
Nonhuman Mammal,2011-10-21,1261874.3,Influenza A virus (A/swine/Mexico/SG1447/2011(H3N2)),H3N2,1737,2011.8027397260273,2011
Human,2025-01-06,11320.990427,Influenza A virus A/Georgia/IVY-G25X94F2/2025,H3N2,1701,2025.013698630137,2025
Nonhuman Mammal,2005-01-20,1073473.4,Influenza A virus (A/swine/Minnesota/00484/2005(H3N2)),H3N2,1737,2005.0520547945205,2005
Nonhuman Mammal,2008-06-17,1261869.4,Influenza A virus (A/swine/Manitoba/SG1432/2008(H3N2)),H3N2,1737,2008.4590163934429,2008
Human,2015-06-08,1730964.7,Influenza A virus (A/Alaska/21/2015(H3N2)),H3N2,1701,2015.4328767123288,2015
Human,2024-06-17,11320.985036,Influenza A virus A/Nicaragua/10317.05AV1/2024,H3N2,1737,2024.4590163934429,2024
Human,2017-02-21,2037365.3,Influenza A virus (A/North Dakota/6139/2017(H3N2)),H3N2,1701,2017.1397260273973,2017
Human,2014-12-10,1716822.3,Influenza A virus (A/Maryland/4289/2014(H3N2)),H3N2,1701,2014.9397260273972,2014
Human,2010-08-12,1517271.3,Influenza A virus (A/Singapore/C2010.614/2010(H3N2)),H3N2,1762,2010.6109589041096,2010
Human,2014-09-19,1731711.21,Influenza A virus (A/Pennsylvania/42/2014(H3N2)),H3N2,1701,2014.7150684931507,2014
Human,2015-09-28,1788663.5,Influenza A virus (A/Hawaii/63/2015(H3N2)),H3N2,1701,2015.7397260273972,2015
Human,2017-02-05,2037264.3,Influenza A virus (A/Mississippi/6053/2017(H3N2)),H3N2,1701,2017.0958904109589,2017
Human,2015-01-12,1804365.3,Influenza A virus (A/British Columbia/17/2015(H3N2)),H3N2,1701,2015.0301369863016,2015
Human,2017-01-10,1960424.15,Influenza A virus (A/Louisiana/02/2017(H3N2)),H3N2,1737,2017.024657534247,2017
Human,2017-10-12,2058012.6,Influenza A virus (A/Massachusetts/16/2017(H3N2)),H3N2,1737,2017.7780821917809,2017
Human,2015-01-05,1605086.3,Influenza A virus (A/Quebec/09/2015(H3N2)),H3N2,1699,2015.0109589041097,2015
Human,2017-05-20,2027138.7,Influenza A virus (A/California/NHRC_BRD41586N/2017(H3N2)),H3N2,1689,2017.380821917808,2017
Human,2015-02-03,1651918.3,Influenza A virus (A/Czech Republic/60/2015(H3N2)),H3N2,1727,2015.090410958904,2015
Human,2016-12-25,1948973.6,Influenza A virus (A/New Mexico/57/2016(H3N2)),H3N2,1737,2016.98087431694,2016
Avian,2014-04-22,1614201.3,Influenza A virus (A/duck/Anhui/A1880/2014(H3N2)),H3N2,1700,2014.304109589041,2014
Human,2013-12-12,1515765.6,Influenza A virus (A/California/58/2013(H3N2)),H3N2,1701,2013.945205479452,2013
Human,2015-01-26,1731968.18,Influenza A virus (A/Wisconsin/30/2015(H3N2)),H3N2,1701,2015.0684931506848,2015
Human,2016-04-17,1909923.6,Influenza A virus (A/Georgia/52/2016(H3N2)),H3N2,1737,2016.292349726776,2016
Human,1999-12-13,1054689.3,Influenza A virus (A/Malaysia/13246/1999(H3N2)),H3N2,1731,1999.9479452054795,1999
Human,2017-09-01,2050433.3,Influenza A virus (A/South Carolina/NHRC_75690/2017(H3N2)),H3N2,1701,2017.6657534246576,2017
Nonhuman Mammal,2016-03-17,1836553.3,Influenza A virus (A/swine/Pennsylvania/A01733733/2016(H3N2)),H3N2,1701,2016.207650273224,2016
Human,2017-02-16,1979038.14,Influenza A virus (A/Washington/19/2017(H3N2)),H3N2,1737,2017.1260273972605,2017
Human,2011-12-27,1204148.3,Influenza A virus (A/Singapore/KK566/2011(H3N2)),H3N2,1758,2011.986301369863,2011
Human,2024-10-28,11320.982594,Influenza A virus A/California/204/2024,H3N2,1737,2024.8224043715848,2024
Human,2014-01-27,2043767.3,Influenza A virus (A/Canberra/3/2014(H3N2)),H3N2,1737,2014.0712328767124,2014
Nonhuman Mammal,2015-04-22,2030875.3,Influenza A virus (A/swine/Saskatchewan/SD0100/2015(H3N2)),H3N2,1737,2015.304109589041,2015
Human,2017-08-07,2069462.3,Influenza A virus (A/Beijing/PUMCH04/2017(H3N2)),H3N2,1701,2017.5972602739728,2017
Human,2016-10-15,1925175.8,Influenza A virus (A/Florida/84/2016(H3N2)),H3N2,1737,2016.7868852459017,2016
Human,2016-12-17,1948985.6,Influenza A virus (A/Pennsylvania/105/2016(H3N2)),H3N2,1737,2016.9590163934429,2016
Human,2021-12-02,11320.282405,Influenza A virus A/Rhode Island/11/2021,H3N2,1737,2021.917808219178,2021
Human,2019-01-27,11320.96425,Influenza A virus A/New York/8179/2019,H3N2,1701,2019.0712328767124,2019
Human,2015-06-15,1978592.6,Influenza A virus (A/Canoas/LACENRS-1283/2015(H3N2)),H3N2,1762,2015.4520547945208,2015
Human,2015-01-23,1855501.4,Influenza A virus (A/Fukuoka/DS-462v/2015(H3N2)),H3N2,1701,2015.0602739726028,2015
Human,2015-07-02,2044084.6,Influenza A virus (A/Victoria/1001/2015(H3N2)),H3N2,1737,2015.4986301369863,2015
Nonhuman Mammal,2012-04-25,1654280.8,Influenza A virus (A/swine/Netherlands/Weert-167B/2012(H3N2)),H3N2,1701,2012.3142076502731,2012
Human,2017-02-07,2024515.3,Influenza A virus (A/Shandong-Zhifu/150/2017(H3N2)),H3N2,1701,2017.1013698630136,2017
Human,2016-02-05,1866020.8,Influenza A virus (A/New York/18/2016(H3N2)),H3N2,1737,2016.0956284153008,2016
Human,2017-01-12,2015154.3,Influenza A virus (A/Washington/5750/2017(H3N2)),H3N2,1701,2017.0301369863016,2017
Human,1995-07-03,1054656.3,Influenza A virus (A/Malaysia/07145/1995(H3N2)),H3N2,1731,1995.5013698630137,1995
Human,2016-10-17,1925164.5,Influenza A virus (A/California/145/2016(H3N2)),H3N2,1737,2016.792349726776,2016
Human,2016-12-22,1979016.7,Influenza A virus (A/Texas/211/2016(H3N2)),H3N2,1737,2016.9726775956285,2016
Human,2015-07-26,1823791.6,Influenza A virus (A/Alaska/134/2015(H3N2)),H3N2,1737,2015.564383561644,2015
Human,2013-10-07,2043819.5,Influenza A virus (A/Perth/247/2013(H3N2)),H3N2,1737,2013.764383561644,2013
Human,2007-07,2036383.3,Influenza A virus (A/Hong Kong/CUHK71333/2007(H3N2)),H3N2,1689,2007.5342465753424,2007
Nonhuman Mammal,2011-06-19,1163311.4,Influenza A virus (A/swine/Illinois/A01201770/2011(H3N2)),H3N2,1701,2011.4630136986304,2011
Human,2010-05-20,1517265.3,Influenza A virus (A/Singapore/C2010.384/2010(H3N2)),H3N2,1762,2010.380821917808,2010
Nonhuman Mammal,2015-11-06,1766806.3,Influenza A virus (A/swine/Illinois/A01795807/2015(H3N2)),H3N2,1701,2015.8465753424657,2015
Human,2015-10-09,2024488.3,Influenza A virus (A/Shandong-Fushan/1416/2015(H3N2)),H3N2,1701,2015.7698630136983,2015
Human,1999-02-18,1054672.3,Influenza A virus (A/Malaysia/10997/1999(H3N2)),H3N2,1735,1999.131506849315,1999
Human,2005-06-15,1004655.3,Influenza A virus (A/Hong Kong/NHRC0001/2005(H3N2)),H3N2,1732,2005.4520547945208,2005
Human,2024-11-04,11320.981073,Influenza A virus A/Nevada/216/2024,H3N2,1737,2024.8415300546449,2024
Nonhuman Mammal,2012-03-06,1281722.9,Influenza A virus (A/swine/Korea/CY03-15/2012(H3N2)),H3N2,1701,2012.1775956284152,2012
Nonhuman Mammal,2017-11-30,2070051.4,Influenza A virus (A/swine/Missouri/A02137143/2017(H3N2)),H3N2,1701,2017.9123287671232,2017
Human,2012,1737182.9,Influenza A virus (A/California/SAR40343N/2012(H3N2)),H3N2,1701,2012.0,2012
Human,2014-12-23,1731526.7,Influenza A virus (A/Nevada/29/2014(H3N2)),H3N2,1701,2014.975342465753,2014
Human,2013-10-30,1515773.3,Influenza A virus (A/Colorado/11/2013(H3N2)),H3N2,1701,2013.827397260274,2013
Nonhuman Mammal,2016-08-11,1908298.8,Influenza A virus (A/swine/Ohio/16TOSU5873/2016(H3N2)),H3N2,1701,2016.6092896174864,2016
Human,2025-01-19,11320.832415,Influenza A virus A/Massachusetts/ISC-1283/2025,H3N2,1737,2025.0493150684931,2025
Human,2016-12-03,1954950.3,Influenza A virus (A/Quebec/162/2016(H3N2)),H3N2,1694,2016.9207650273224,2016
Human,2014-11-26,2034069.6,Influenza A virus (A/Canada/1A/2014(H3N2)),H3N2,1701,2014.9013698630135,2014
Human,2015-01-28,1731467.13,Influenza A virus (A/Missouri/05/2015(H3N2)),H3N2,1701,2015.07397260274,2015
Human,2013-12-29,1515806.12,Influenza A virus (A/Louisiana/39/2013(H3N2)),H3N2,1701,2013.9917808219177,2013
Human,2010-11-11,1147478.3,Influenza A virus (A/Ontario/C698767/2010(H3N2)),H3N2,1701,2010.8602739726027,2010
Human,2015-11-09,1788816.6,Influenza A virus (A/Washington/58/2015(H3N2)),H3N2,1701,2015.854794520548,2015
Human,2002,1552186.3,Influenza A virus (A/Fukuoka/55/2002(H3N2)),H3N2,1739,2002.0,2002
Human,2010-07-28,1287805.3,Influenza A virus (A/Florida/11/2010(H3N2)),H3N2,1701,2010.5698630136983,2010
Human,2015-09-13,1788564.7,Influenza A virus (A/Alaska/229/2015(H3N2)),H3N2,1701,2015.6986301369864,2015
Human,2015-06-16,1916421.5,Influenza A virus (A/Alaska/39/2015(H3N2)),H3N2,1701,2015.454794520548,2015
Human,2016-01-25,1865896.13,Influenza A virus (A/Indiana/18/2016(H3N2)),H3N2,1737,2016.0655737704917,2016
Nonhuman Mammal,2009-08-13,1228712.3,Influenza A virus (A/swine/Ohio/09SW91/2009(H3N2)),H3N2,1701,2009.613698630137,2009
Human,2017-02-13,1973761.18,Influenza A virus (A/Florida/11/2017(H3N2)),H3N2,1737,2017.1178082191784,2017
Human,2015-01-18,1937306.6,Influenza A virus (A/Bethesda/P0063/2015(H3N2)),H3N2,1751,2015.0465753424655,2015
Human,2015-01-22,1730931.14,Influenza A virus (A/Alabama/04/2015(H3N2)),H3N2,1701,2015.0575342465752,2015
Human,2024-12-29,11320.990786,Influenza A virus A/Connecticut/IVY-G25X99T3/2024,H3N2,1701,2024.9918032786888,2024
Human,2017-01-20,2037394.3,Influenza A virus (A/Oklahoma/5781/2017(H3N2)),H3N2,1701,2017.0520547945205,2017
Human,2015-08-07,1731392.5,Influenza A virus (A/Massachusetts/22/2015(H3N2)),H3N2,1701,2015.5972602739728,2015
Human,2016-09-07,1910704.6,Influenza A virus (A/New Hampshire/20/2016(H3N2)),H3N2,1737,2016.6830601092895,2016
Human,2017-09-01,2043113.6,Influenza A virus (A/Montana/15/2017(H3N2)),H3N2,1737,2017.6657534246576,2017
Human,2009-05-01,1056045.6,Influenza A virus (A/Colorado/WRAIR1246P/2009(H3N2)),H3N2,1731,2009.3287671232877,2009
Human,2016-12-09,1954789.3,Influenza A virus (A/Alberta/203/2016(H3N2)),H3N2,1701,2016.9371584699456,2016
Human,1974,1086866.4,Influenza A virus (A/Bilthoven/5931/1974(H3N2)),H3N2,1734,1974.0,1974
Human,1993,1086841.4,Influenza A virus (A/Akita/4/1993(H3N2)),H3N2,1731,1993.0,1993
Human,2013-05-07,1590850.3,Influenza A virus (A/Thailand/CU-A24/2013(H3N2)),H3N2,1701,2013.345205479452,2013
Human,1993,1144025.6,Influenza A virus (A/Shandong/9/1993(H3N2)) A/Shangdong/9/1993,H3N2,1731,1993.0,1993
Nonhuman Mammal,2010-08-16,1577603.3,Influenza A virus (A/swine/Denmark/101501-1/2010(H3N2)),H3N2,1723,2010.6219178082192,2010
Human,2016-02-11,1865991.4,Influenza A virus (A/New Hampshire/07/2016(H3N2)),H3N2,1737,2016.1120218579235,2016
Human,2017-12-08,2072050.6,Influenza A virus (A/California/147/2017(H3N2)),H3N2,1737,2017.9342465753425,2017
Nonhuman Mammal,2015-10-06,1747476.4,Influenza A virus (A/swine/Ohio/A01944458/2015(H3N2)),H3N2,1701,2015.7616438356165,2015
Avian,2020-07-03,11320.278049,Influenza A virus A/duck/Vietnam/HN6425/2020,H3N2,1765,2020.5027322404371,2020
Human,2015-03-21,2043821.6,Influenza A virus (A/Perth/26/2015(H3N2)),H3N2,1737,2015.2164383561644,2015
Human,2012-04-19,11320.83644,Influenza A virus A/New York/WC-LVD-12-010/2012,H3N2,1731,2012.2978142076504,2012
Nonhuman Mammal,2013-01-03,1289199.4,Influenza A virus (A/swine/Maryland/A01444460/2013(H3N2)),H3N2,1701,2013.0054794520547,2013
Human,2017-01-05,1948996.7,Influenza A virus (A/Utah/02/2017(H3N2)),H3N2,1737,2017.0109589041097,2017
Human,2017-12-04,2072096.6,Influenza A virus (A/Nebraska/17/2017(H3N2)),H3N2,1737,2017.9232876712329,2017
Human,2010-05-02,1599728.3,Influenza A virus (A/Taiwan/42/2010(H3N2)),H3N2,1698,2010.331506849315,2010
Human,2017-10-05,2066263.4,Influenza A virus (A/New Jersey/32/2017(H3N2)),H3N2,1737,2017.7589041095891,2017
Human,2016-02-18,1865857.11,Influenza A virus (A/Hawaii/15/2016(H3N2)),H3N2,1737,2016.1311475409836,2016
Human,2010-06-10,1517267.3,Influenza A virus (A/Singapore/C2010.441/2010(H3N2)),H3N2,1762,2010.4383561643835,2010
Nonhuman Mammal,2012-09,1243886.5,Influenza A virus (A/swine/North Carolina/A01203801/2012(H3N2)),H3N2,1701,2012.704918032787,2012
Avian,2014-04-22,1614131.3,Influenza A virus (A/duck/Anhui/A1454/2014(H3N2)),H3N2,1701,2014.304109589041,2014
Human,2022-06-19,11320.985226,Influenza A virus A/Nicaragua/7289.26AR1/2022,H3N2,1737,2022.4630136986304,2022
Human,2012-10,2036326.3,Influenza A virus (A/Hong Kong/CUHK45712/2012(H3N2)),H3N2,1689,2012.7868852459017,2012
Human,2015-01-29,1731756.16,Influenza A virus (A/South Dakota/23/2015(H3N2)),H3N2,1701,2015.0767123287671,2015
Human,2015-08-10,1978584.4,Influenza A virus (A/Cambara do Sul/LACENRS-2049/2015(H3N2)),H3N2,1762,2015.6054794520549,2015
Human,2017-02-01,1972342.11,Influenza A virus (A/Massachusetts/04/2017(H3N2)),H3N2,1737,2017.0849315068492,2017
Human,2024-12-31,11320.973177,Influenza A virus A/California/LACPHL-INF01626/2024,H3N2,1701,2024.9945355191255,2024
Human,2015-09-10,1788752.12,Influenza A virus (A/New Mexico/25/2015(H3N2)),H3N2,1701,2015.690410958904,2015
Human,2017-10-12,2055003.17,Influenza A virus (A/Utah/33/2017(H3N2)),H3N2,1737,2017.7780821917809,2017
Human,2016-12-27,1980388.14,Influenza A virus (A/Linkou/0187/2016(H3N2)),H3N2,1751,2016.986338797814,2016
Human,2014-09-24,2015232.3,Influenza A virus (A/Nicaragua/6024_04/2014(H3N2)),H3N2,1737,2014.728767123288,2014
Nonhuman Mammal,2004,1658707.3,Influenza A virus (A/swine/Minnesota/00269/2004(H3N2)),H3N2,1701,2004.0,2004
Human,2017-07-31,2035476.6,Influenza A virus (A/Alaska/46/2017(H3N2)),H3N2,1737,2017.5753424657537,2017
Nonhuman Mammal,2009-08-13,1228706.3,Influenza A virus (A/swine/Ohio/09SW84/2009(H3N2)),H3N2,1701,2009.613698630137,2009
Nonhuman Mammal,2017-06-05,2020417.4,Influenza A virus (A/swine/Oklahoma/A02218158/2017(H3N2)),H3N2,1701,2017.4246575342463,2017
Nonhuman Mammal,2016-12-21,1937205.4,Influenza A virus (A/swine/Arkansas/A01671574/2016(H3N2)),H3N2,1701,2016.9699453551912,2016
Human,2009-11-17,1599614.3,Influenza A virus (A/Singapore/569/2009(H3N2)),H3N2,1698,2009.876712328767,2009
Human,2015-03-30,1731738.4,Influenza A virus (A/Rhode Island/12/2015(H3N2)),H3N2,1701,2015.2410958904109,2015
Nonhuman Mammal,2008-05-09,1255296.7,Influenza A virus (A/swine/Gent/172/2008(H3N2)),H3N2,1698,2008.3524590163936,2008
Human,2016-11-28,1954758.3,Influenza A virus (A/Alberta/163/2016(H3N2)),H3N2,1701,2016.9071038251368,2016
Nonhuman Mammal,2021-09-01,11320.279101,Influenza A virus A/swine/Iowa/A02636112/2021,H3N2,1701,2021.6657534246576,2021
Human,2009-11-30,1099891.3,Influenza A virus (A/Singapore/N1604/2009(H3N2)),H3N2,1758,2009.9123287671232,2009
Nonhuman Mammal,2014-12-08,1597943.3,Influenza A virus (A/swine/Iowa/A01555142/2014(H3N2)),H3N2,1701,2014.9342465753425,2014
Human,2012-12-13,1294446.3,Influenza A virus (A/New York/3098/2012(H3N2)),H3N2,1701,2012.948087431694,2012
Human,2024-12-22,11320.977731,Influenza A virus A/Washington/WA-UW-22208/2024,H3N2,1749,2024.9726775956285,2024
Human,2024-12-11,11320.982191,Influenza A virus A/Illinois/72/2024,H3N2,1737,2024.9426229508197,2024
Human,1985,1086890.4,Influenza A virus (A/Guildford/V728/1985(H3N2)),H3N2,1731,1985.0,1985
Human,2015-01-26,1895536.3,Influenza A virus (A/New York/WC-LVD-15-023/2015(H3N2)),H3N2,1737,2015.0684931506848,2015
Human,2017-03-19,1984987.8,Influenza A virus (A/Wisconsin/39/2017(H3N2)),H3N2,1737,2017.2109589041097,2017
Nonhuman Mammal,2015-03-19,1643700.5,Influenza A virus (A/swine/North Carolina/A01841712/2015(H3N2)),H3N2,1701,2015.2109589041097,2015
Human,2015-01-03,1937292.6,Influenza A virus (A/Bethesda/P0027/2015(H3N2)),H3N2,1751,2015.0054794520547,2015
Human,2014-03-12,1515804.5,Influenza A virus (A/Louisiana/02/2014(H3N2)),H3N2,1701,2014.1917808219175,2014
Human,2015-11-16,1865838.6,Influenza A virus (A/Florida/90/2015(H3N2)),H3N2,1737,2015.8739726027395,2015
Human,2010-09,2036308.3,Influenza A virus (A/Hong Kong/CUHK40759/2010(H3N2)),H3N2,1689,2010.704109589041,2010
Human,1999-11-05,1054680.3,Influenza A virus (A/Malaysia/12974/1999(H3N2)),H3N2,1731,1999.8438356164384,1999
Human,2024-06-17,11320.985144,Influenza A virus A/Nicaragua/11649.06AV5/2024,H3N2,1737,2024.4590163934429,2024
Human,2015-01-24,1731529.14,Influenza A virus (A/Nevada/33/2015(H3N2)),H3N2,1701,2015.06301369863,2015
Human,2014-12-17,1716961.3,Influenza A virus (A/Oklahoma/4463/2014(H3N2)),H3N2,1701,2014.958904109589,2014
Human,2015-07-27,1731578.5,Influenza A virus (A/New Mexico/22/2015(H3N2)),H3N2,1701,2015.5671232876712,2015
Human,2017-01-09,2015108.3,Influenza A virus (A/Maryland/5687/2017(H3N2)),H3N2,1701,2017.021917808219,2017
Human,2015-09-07,2044140.3,Influenza A virus (A/Victoria/3067/2015(H3N2)),H3N2,1737,2015.682191780822,2015
Human,2016-02-20,1866095.8,Influenza A virus (A/Texas/33/2016(H3N2)),H3N2,1737,2016.136612021858,2016
Human,2016-04-04,1866067.8,Influenza A virus (A/Pennsylvania/65/2016(H3N2)),H3N2,1737,2016.2568306010928,2016
Human,2014-12-01,1889787.3,Influenza A virus (A/Beijingfengtai/0036/2014(H3N2)),H3N2,1701,2014.9150684931508,2014
Nonhuman Mammal,2017-02-08,1968817.3,Influenza A virus (A/swine/Oklahoma/A01932045/2017(H3N2)),H3N2,1701,2017.1041095890412,2017
Human,2014-11-20,1731078.4,Influenza A virus (A/Delaware/25/2014(H3N2)),H3N2,1701,2014.8849315068496,2014
Human,2016-10-14,1917625.11,Influenza A virus (A/Wisconsin/86/2016(H3N2)),H3N2,1737,2016.7841530054643,2016
Human,2009-08-18,1598985.3,Influenza A virus (A/India/2751/2009(H3N2)),H3N2,1698,2009.627397260274,2009
Human,2014-11-25,1804511.3,Influenza A virus (A/Quebec/137/2014(H3N2)),H3N2,1701,2014.8986301369864,2014
Human,2009-05-02,1599745.3,Influenza A virus (A/Taiwan/722/2009(H3N2)),H3N2,1698,2009.331506849315,2009
Human,2025-01-31,11320.992283,Influenza A virus A/Michigan/UM-10062120513/2025,H3N2,1701,2025.0794520547945,2025
Human,2016-12-01,1954764.3,Influenza A virus (A/Alberta/171/2016(H3N2)),H3N2,1701,2016.915300546448,2016
Human,2016-11-22,1932828.6,Influenza A virus (A/Montana/62/2016(H3N2)),H3N2,1737,2016.8907103825136,2016
Human,2014-10-14,2015246.3,Influenza A virus (A/Nicaragua/7460_02/2014(H3N2)),H3N2,1737,2014.7835616438356,2014
Human,2016-02-25,1922092.3,Influenza A virus (A/New York/5080/2016(H3N2)),H3N2,1701,2016.150273224044,2016
Human,2016-12-13,1961979.9,Influenza A virus (A/Wisconsin/96/2016(H3N2)),H3N2,1737,2016.948087431694,2016
Human,2024-11-23,11320.981018,Influenza A virus A/Nevada/230/2024,H3N2,1737,2024.8934426229507,2024
Human,2017-03-13,1987171.7,Influenza A virus (A/Alabama/13/2017(H3N2)),H3N2,1737,2017.194520547945,2017
Nonhuman Mammal,2015-07-16,1907673.3,Influenza A virus (A/swine/Indiana/15TOSU0219/2015(H3N2)),H3N2,1701,2015.5369863013696,2015
Nonhuman Mammal,2016-09-14,1907609.3,Influenza A virus (A/swine/North Carolina/A01781410/2016(H3N2)),H3N2,1701,2016.7021857923496,2016
Human,2015-01-26,1731554.18,Influenza A virus (A/New Jersey/09/2015(H3N2)),H3N2,1701,2015.0684931506848,2015
Human,2017-02-07,1972357.4,Influenza A virus (A/New York/07/2017(H3N2)),H3N2,1737,2017.1013698630136,2017
Human,2014-10-03,1703619.3,Influenza A virus (A/Guam/4014/2014(H3N2)),H3N2,1701,2014.7534246575344,2014
Human,2011-06-10,1204010.3,Influenza A virus (A/Singapore/GP1084/2011(H3N2)),H3N2,1731,2011.4383561643835,2011
Human,2017-06-13,2026377.18,Influenza A virus (A/Connecticut/24/2017(H3N2)),H3N2,1737,2017.4465753424656,2017
Nonhuman Mammal,2012-05-10,1512072.7,Influenza A virus (A/swine/Guangdong/1599/2012(H3N2)),H3N2,1701,2012.3551912568305,2012
